,name,price,imgURL
0,"realme C33 2023 (Sandy Gold, 128 GB)",10499.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/o/s/-original-imaghuf9mryjhf3m.jpeg?q=70
1,"realme C33 2023 (Aqua Blue, 128 GB)",10499.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/z/o/-original-imaghuf9guqmb65z.jpeg?q=70
2,"realme C33 2023 (Night Sea, 128 GB)",10499.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/n/j/-original-imaghuf9vphhbnkc.jpeg?q=70
3,"realme C30 (Denim Black, 32 GB)",5999.0,https://rukminim2.flixcart.com/image/312/312/l4ln8nk0/mobile/f/6/a/-original-imagfggrbywzk8r6.jpeg?q=70
4,"realme C30 (Bamboo Green, 32 GB)",6499.0,https://rukminim2.flixcart.com/image/312/312/l4ln8nk0/mobile/p/h/p/-original-imagfggryyzyvhgw.jpeg?q=70
5,"realme C55 (Rainforest, 64 GB)",11999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/d/b/-original-imagp9s9wfzp8ghf.jpeg?q=70
6,"realme C55 (Rainforest, 128 GB)",13999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/d/b/-original-imagp9s9wfzp8ghf.jpeg?q=70
7,"realme C55 (Rainforest, 64 GB)",10999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/d/b/-original-imagp9s9wfzp8ghf.jpeg?q=70
8,"realme C30 (Denim Black, 32 GB)",6499.0,https://rukminim2.flixcart.com/image/312/312/l4ln8nk0/mobile/f/6/a/-original-imagfggrbywzk8r6.jpeg?q=70
9,"realme C30 (Lake Blue, 32 GB)",6499.0,https://rukminim2.flixcart.com/image/312/312/l4ln8nk0/mobile/4/8/h/-original-imagfggrvjdqsrtx.jpeg?q=70
10,"realme C55 (Sunshower, 128 GB)",13999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/x/x/-original-imagp55frhhddu6n.jpeg?q=70
11,"realme C55 (Rainy Night, 128 GB)",13999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/l/m/-original-imagp55fu6uq2jch.jpeg?q=70
12,"realme C55 (Sunshower, 64 GB)",10999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/x/x/-original-imagp55frhhddu6n.jpeg?q=70
13,"realme C55 (Rainy Night, 64 GB)",10999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/l/m/-original-imagp55fu6uq2jch.jpeg?q=70
14,"realme 10 (Rush Black, 64 GB)",13999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/l/3/-original-imaghgcktmwxthzc.jpeg?q=70
15,"realme C55 (Sunshower, 64 GB)",11999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/x/x/-original-imagp55frhhddu6n.jpeg?q=70
16,"realme C55 (Rainy Night, 64 GB)",11999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/l/m/-original-imagp55fu6uq2jch.jpeg?q=70
17,"realme 10 (Clash White, 64 GB)",13999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/7/l/-original-imaghgcj2z5cfugg.jpeg?q=70
18,"realme 10 Pro 5G (Dark Matter, 128 GB)",19999.0,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/u/s/-original-imagkp8yreabrzh2.jpeg?q=70
